D1,D2,D3,rX,rY,gX,gY
250,209,474,248.9758333,12.21845794,58,216
251,212,495,255.455,1.355140187,68,228
256,205,495,262.4325,4.316588785,74,244
264,193,492,271.3916667,12.63551402,78,252
271,180,489,280.1416667,20.44859813,82,262
280,164,489,293.4475,26.24182243,86,280
289,148,484,301.9808333,37.90771028,86,300
296,133,475,305.2258333,52.77453271,82,320
301,119,464,304.9858333,68.32827103,76,344
307,103,449,302.5333333,88.58878505,66,366
313,92,411,281.975,131.1121495,52,386
