D1,D2,D3,rX,rY,gX,gY
356,260,131,82.26083333,340.1296729,109,307
352,252,146,88.85,333.8457944,119,293
344,240,158,97.09,323.0794393,129,279
334,228,175,105.5175,308.5455607,137,265
323,212,193,116.7483333,292.364486,143,250
313,197,193,121.6733333,284.9345794,147,233
301,182,210,130.7175,268.3235981,145,217
287,169,226,137.2758333,250.557243,143,207
273,158,242,142.9775,232.6507009,141,193
262,152,254,146.1333333,218.8224299,119,183
251,150,266,147.6375,204.9404206,139,175
