D1,D2,D3,rX,rY,gX,gY
346,42,356,280.3041667,199.9193925,268,228
350,40,360,281.09,205.7056075,268,240
355,38,357,282.495,212.3364486,270,252
361,38,353,283.7083333,220.6728972,272,268
369,40,353,288.315,227.4953271,270,286
379,40,348,291.6275,240.328271,270,302
389,63,341,290.06,254.9345794,270,316
399,79,335,289.46,268.8785047,268,340
411,96,329,289.2816667,284.8878505,268,358
424,115,321,287.3125,303.6436916,268,376
436,132,312,284.1666667,322.3551402,262,400
