D1,D2,D3,rX,rY,gX,gY
440,152,273,258.6075,353.1016355,248,314
434,147,275,257.6425,345.6950935,248,298
425,138,275,255.475,336.6635514,246,280
411,128,279,252.0016667,320.4018692,244,264
396,114,285,250.3808333,302.307243,244,246
381,100,285,245.6616667,288.6915888,244,230
366,86,291,243.5441667,271.5642523,246,220
353,74,309,247.955,248.0280374,246,210
346,64,319,251.4108333,234.9754673,250,190
341,56,329,255.5483333,223.3925234,252,176
337,52,342,261.2775,210.0338785,254,158
