D1,D2,D3,rX,rY,gX,gY
361,262,126,81.0975,347.6974299,82,372
366,265,123,80.86916667,352.8165888,96,382
372,270,119,79.29416667,359.1203271,116,386
383,276,117,80.36166667,369.3738318,132,388
395,278,120,86.8875,379.4497664,144,388
407,275,120,97.6725,390.692757,160,388
416,267,138,114.9416667,393.9205607,178,386
425,254,154,136.4308333,397.3049065,194,386
432,239,154,153.755,404.3130841,212,384
440,224,173,176.3208333,405.2044393,228,382
445,212,208,199.8408333,394.7955607,242,368
