D1,D2,D3,rX,rY,gX,gY
122,261,374,89.48333333,66.22897196,89,53
121,261,381,93.30666667,61.52336449,93,47
118,261,388,97.195,54.39719626,103,39
117,262,397,102.015,45.86915888,117,33
120,261,406,109.5016667,38.25700935,129,27
126,261,406,110.7316667,39.98130841,145,21
136,260,413,118.5608333,36.34462617,161,21
149,253,425,136.0133333,28.92523364,179,25
166,247,425,145.4758333,35.18107477,197,27
184,247,434,157.1683333,33.50934579,213,29
201,227,447,187.9666667,27.77570093,229,35
