D1,D2,D3,rX,rY,gX,gY
362,256,131,87.95083333,347.0408879,91,329
363,255,133,89.84666667,347.271028,103,323
362,250,137,94.35083333,345.1623832,117,314
360,242,146,101.83,340.5,125,303
354,233,158,108.425,331.2336449,131,281
345,220,158,112.9975,323.8843458,133,267
331,205,174,120.1625,306.6226636,133,247
314,205,191,116.1958333,286.5642523,131,233
296,192,208,121.3,265.8130841,121,219
278,176,221,127.1508333,247.2278037,111,205
261,175,232,127.8,225.728972,103,191
